title,description,url,publicationDate,category,authors,text
Biden Officials End Ban on Abortion Referrals at Federally Funded Clinics,The change reversed a policy meant to deter abortions under the Trump administration.,https://www.nytimes.com/2021/10/04/us/politics/abortion-biden-trump.html,2021-10-04,U.S.,By Noah Weiland,WASHINGTON — The Biden administration on Monday reversed a contentious policy set under President Donald J. Trump that barred organizations that provide abortion referrals from receiving federal family planning money.
"One Justice Missing and Only One Masked, the Supreme Court Returns","As a term packed with major cases begins, much has changed since the last in-person arguments took place in March 2020.",https://www.nytimes.com/2021/10/04/us/politics/supreme-court-returns.html,2021-10-04,U.S.,By Adam Liptak,"WASHINGTON — The Supreme Court returned to its majestic mahogany bench on Monday after a pandemic-induced absence of more than 18 months, starting a new term that will include major cases on abortion and gun rights."
Federal Judge Pauses Strict Texas Law Banning Most Abortions,"A sharply worded ruling sided with the Justice Department, which sued to block the measure last month after the Supreme Court declined to intervene.",https://www.nytimes.com/2021/10/06/us/politics/texas-abortion-law.html,2021-10-07,U.S.,By Sabrina Tavernise and Katie Benner,WASHINGTON — A federal judge on Wednesday granted the Justice Department’s request to halt enforcement of the recently passed Texas law that bans nearly all abortions in the state while the legal battle over the statute makes its way through the federal courts.
Christian Conservative Lawyer Had Secretive Role in Bid to Block Election Result,Drafts of a lawsuit filed with Supreme Court by Texas’ attorney general in December had been circulated by the leader of an anti-abortion group.,https://www.nytimes.com/2021/10/07/us/politics/religious-conservative-michael-farris-lawsuit-2020-election.html,2021-10-07,U.S.,By Eric Lipton and Mark Walker,"WASHINGTON — One of the nation’s most prominent religious conservative lawyers played a critical behind-the-scenes role in the lawsuit that Republican state attorneys general filed in December in a last-ditch effort to overturn the election of President Biden, documents show."
Some Texas Clinics Resume Abortions After Judge’s Ruling,"At least six clinics had returned to performing the procedure, but most of the state’s roughly two dozen abortion clinics were waiting, weighing the risks under the new law.",https://www.nytimes.com/2021/10/07/us/texas-abortions-judge-ruling.html,2021-10-07,U.S.,By Sabrina Tavernise and Ruth Graham,"At least six clinics in Texas returned to performing abortions the day after a federal judge halted enforcement of the nation’s most restrictive abortion measure, but a majority had not, a reflection of the power of the law the judge froze."
Most Abortions in Texas Are Banned Again After Court Ruling,A federal appeals court panel temporarily reinstated the law that bans most abortions after six weeks of pregnancy while it considers a district judge’s ruling.,https://www.nytimes.com/2021/10/08/us/texas-abortion-ban.html,2021-10-09,U.S.,By J. David Goodman,"HOUSTON — A federal appeals court panel reinstated Texas’ restrictive abortion law late Friday, temporarily restoring a ban on virtually all procedures that had been blocked by a lower court two days earlier in a case brought by the Biden administration."
Abortion Rights and Trans Rights Are Two Sides of the Same Coin,Bodily integrity matters — for all people.,https://www.nytimes.com/2021/10/10/opinion/trans-abortion-rights.html,2021-10-10,Opinion,By Jennifer Finney Boylan,"Caitlyn Jenner’s run for California governor concluded last month, having earned her a whopping 1 percent of the final votes cast."
Samantha Bee Talks Marjorie Taylor Greene and the Trumps,"The comedian and advocate talks about politics, Covid-19 and life after covering the former president.",https://www.nytimes.com/2021/10/11/opinion/sway-kara-swisher-samantha-bee.html,2021-10-11,Opinion,By ‘Sway',"The 45th president may have been ripe material for (dark) comedy, but Samantha Bee sure does not miss him. After covering Donald Trump for six seasons on her late night show “Full Frontal With Samantha Bee,” she says, “Comedy is better without him. Just the world in general, — the globe — is better without him.” She now has airtime to double down her coverage of other challenges like climate change and the affront to voting and abortion rights."
Justices Seem Ready to Let Kentucky’s Attorney General Defend Abortion Law,"After the state’s political landscape shifted in 2019, the Democratic governor and the Republican attorney general disagreed on defending the law.",https://www.nytimes.com/2021/10/12/us/politics/supreme-court-kentucky-abortion.html,2021-10-12,U.S.,By Adam Liptak,"WASHINGTON — The Supreme Court heard arguments in an abortion case on Tuesday, but the issue for the justices was a procedural one: Could Kentucky’s attorney general, a Republican, defend a state abortion law when the governor, a Democrat, refused to pursue further appeals after a federal appeals court struck down the law?"
The Unlikely Issue Shaping the Virginia Governor’s Race: Schools,Virginia Republicans in a tight governor’s race have been staging “Parents Matter” rallies and tapping into conservative anger over mandates and critical race theory.,https://www.nytimes.com/2021/10/12/us/politics/virginia-governor-republicans-schools.html,2021-10-12,U.S.,By Lisa Lerer,"WINCHESTER, Va. — As a lifelong Republican in her home state of Virginia, Tammy Yoder faithfully casts her ballot for those who want to lower taxes, oppose abortion and back other conservative causes."
What if You Had Abortion Pills in Your Medicine Cabinet?,Doctors need to consider ways to adapt to this era of waning abortion access.,https://www.nytimes.com/2021/10/13/opinion/abortion-pills-texas-prescription-doctors.html,2021-10-13,Opinion,By Patrick Adams,"In 2018, the Austria-based nonprofit Aid Access began offering Americans a new service: For the first time, pregnant people could obtain abortion pills by mail, with a prescription from a licensed physician, without ever visiting a clinic. For years, the group’s founder, Dr. Rebecca Gomperts, had been doing similar work overseas. But as abortion rights were steadily eroded by Republican-controlled legislatures, Dr. Gomperts found herself inundated with requests from the United States and decided to act."
Emily’s List Backs Hochul for Governor in Key Early Endorsement,"The group decided to not wait for other potential primary rivals, most notably the state attorney general, Letitia James, to enter next year’s race.",https://www.nytimes.com/2021/10/14/nyregion/kathy-hochul-emilys-list.html,2021-10-14,New York,By Nicholas Fandos,"Emily’s List, the fund-raising juggernaut dedicated to electing women who back abortion rights, threw its support on Thursday behind Gov. Kathy Hochul’s campaign for a full term as New York governor."
Appeals Court Lets Texas Continue to Enforce Near-Total Abortion Ban,The U.S. Court of Appeals for the Fifth Circuit reaffirmed its reversal of a lower judge’s ruling that blocked the law while the federal courts weigh its constitutionality.,https://www.nytimes.com/2021/10/14/us/politics/texas-abortion-appeals-court.html,2021-10-15,U.S.,By Katie Benner,WASHINGTON — A federal appeals court said on Thursday that a near-total ban on abortions in Texas can remain in effect while the courts decide whether the law violates the Constitution.
Justice Dept. to Ask Supreme Court to Block Texas’ Near-Total Abortion Ban as Legal Fights Continue,"The Texas law prohibits most abortions after about six weeks, before many women are even aware they are pregnant.",https://www.nytimes.com/2021/10/15/us/politics/texas-abortion-supreme-court.html,2021-10-15,U.S.,By Katie Benner and Adam Liptak,"WASHINGTON — The Biden administration will ask the Supreme Court to block a Texas law that bans most abortions after six weeks of pregnancy while a challenge to it moves forward, a spokesman for the Justice Department said on Friday."
"In Hungary’s Heartland, Orban Faces a Unified Challenge to His Rule",The country’s normally fractious opposition has rallied around a conservative mayor who just might be able to oust the authoritarian prime minister after more than a decade.,https://www.nytimes.com/2021/10/18/world/europe/hungary-viktor-orban-election.html,2021-10-18,World,By Andrew Higgins and Benjamin Novak,"HODMEZOVASARHELY, Hungary — A devout Catholic, he abhors abortion as “murder” and once voted for Viktor Orban, Hungary’s pugnacious populist leader, impressed by his promises to root out corruption and end the disarray left by years of leftist rule."
